Counter,Channel1
143,0.017578125
144,0.0078125
145,0.015625
146,0.0390625
147,0.0390625
148,0.013671875
149,-0.0078125
150,-0.00390625
151,0.00390625
152,0.00390625
153,0.001953125
154,0.009765625
155,0.01171875
156,0.017578125
157,0.013671875
158,-0.005859375
159,-0.01171875
160,-0.009765625
161,-0.005859375
162,0.001953125
163,0.017578125
164,0.00390625
165,-0.01171875
166,-0.00390625
167,0.00390625
168,0.00390625
169,0.00390625
170,0.013671875
171,0.017578125
172,0.013671875
173,0.0078125
174,0.013671875
175,-0.001953125
176,0.001953125
177,0.0078125
178,-0.00390625
179,-0.009765625
180,-0.00390625
181,0.01171875
182,0.001953125
183,0.0078125
184,0.0234375
185,0.015625
186,-0.00390625
187,-0.013671875
188,-0.0078125
189,0.005859375
190,0.005859375
191,0.00390625
192,-0.001953125
193,-0.009765625
194,-0.0078125
195,-0.00390625
196,0.005859375
197,0.015625
198,0.015625
199,0.015625
200,0.017578125
201,0.01171875
202,0.0078125
203,0.005859375
204,0.001953125
205,-0.009765625
206,-0.015625
207,-0.00390625
208,-0.013671875
209,-0.009765625
210,0.00390625
211,-0.00390625
212,-0.009765625
213,-0.00390625
214,-0.0078125
215,-0.005859375
216,-0.001953125
217,-0.015625
218,-0.025390625
219,-0.017578125
220,-0.0078125
221,-0.0078125
222,-0.01171875
223,-0.001953125
224,0.013671875
225,0
226,-0.009765625
227,-0.013671875
228,-0.0078125
229,-0.009765625
230,-0.015625
231,-0.0078125
232,-0.0078125
233,-0.001953125
234,-0.01171875
235,-0.00390625
236,0.0078125
237,0.005859375
238,0.001953125
239,0.01171875
240,0.017578125
241,0.009765625
242,0
243,0.009765625
244,0.005859375
245,0.00390625
246,0.01953125
247,0.017578125
248,0.025390625
249,0.025390625
250,0.013671875
251,0.009765625
252,0.01953125
253,0.021484375
254,0
255,0.005859375
0,0.005859375
1,-0.009765625
2,-0.009765625
3,-0.017578125
4,-0.017578125
5,-0.01171875
6,-0.015625
7,-0.015625
8,-0.01953125
9,-0.015625
10,-0.03515625
11,-0.044921875
12,-0.025390625
13,-0.01171875
14,0.005859375
15,-0.001953125
16,-0.009765625
17,-0.015625
18,-0.01171875
19,-0.0078125
20,-0.001953125
21,-0.0234375
22,-0.015625
23,0.017578125
24,0.013671875
25,-0.01171875
26,-0.021484375
27,-0.009765625
28,-0.021484375
29,-0.02734375
30,-0.02734375
31,-0.015625
32,-0.00390625
33,-0.005859375
34,-0.001953125
35,-0.009765625
36,-0.017578125
37,-0.01171875
38,-0.013671875
39,-0.015625
40,-0.0234375
41,-0.021484375
42,-0.0234375
43,-0.009765625
44,-0.00390625
45,-0.021484375
46,-0.021484375
47,0.001953125
48,-0.001953125
49,-0.015625
50,-0.015625
51,-0.013671875
52,-0.013671875
53,-0.015625
54,-0.0078125
55,-0.00390625
56,-0.009765625
57,-0.013671875
58,-0.015625
59,-0.01171875
60,0
61,0.001953125
62,0.00390625
63,0.009765625
64,0.00390625
65,-0.009765625
66,-0.015625
67,-0.01171875
68,-0.013671875
69,-0.021484375
70,-0.009765625
71,-0.001953125
72,0.005859375
73,0.009765625
74,0.0078125
75,0.001953125
76,-0.005859375
77,0
78,0.001953125
79,0.005859375
80,0.009765625
81,0.013671875
82,0.005859375
83,-0.015625
84,-0.015625
85,0.01171875
86,0.005859375
87,-0.0078125
88,-0.021484375
89,-0.017578125
90,-0.017578125
91,-0.021484375
92,-0.0078125
93,-0.01171875
94,-0.015625
95,-0.0078125
96,0.001953125
97,0.005859375
98,0.009765625
99,0.0078125
100,-0.0078125
101,-0.017578125
102,-0.021484375
103,-0.005859375
104,0
105,0.009765625
106,0.005859375
107,0
108,-0.005859375
109,-0.00390625
110,0.005859375
111,0.009765625
112,0
113,0.001953125
114,0.00390625
115,0.009765625
116,-0.00390625
117,-0.017578125
118,-0.01953125
119,-0.009765625
120,0.00390625
121,0.00390625
122,0.00390625
123,0.00390625
124,0.00390625
125,0.00390625
126,0
127,-0.005859375
128,-0.013671875
129,-0.03125
130,-0.015625
131,-0.001953125
132,0.005859375
133,0.015625
134,0.013671875
135,0.015625
136,0.02734375
137,0.03125
138,0.01953125
139,0.01171875
140,0.013671875
141,0.01171875
142,0.0078125
143,0.005859375
144,0.0078125
145,0.00390625
146,0
147,-0.005859375
148,-0.005859375
149,-0.001953125
150,0.0078125
151,0.01171875
152,0
153,-0.0078125
154,-0.0078125
155,0.00390625
156,0.005859375
157,-0.005859375
158,-0.00390625
159,0.001953125
160,0.005859375
161,0
162,-0.0078125
163,-0.00390625
164,0.017578125
165,0.029296875
166,0.0234375
167,0.005859375
168,-0.00390625
169,-0.0078125
170,0.001953125
171,0.001953125
172,0.00390625
173,-0.009765625
174,-0.00390625
175,0.01171875
176,0.013671875
177,0.01953125
178,0
179,-0.009765625
180,-0.015625
181,-0.0078125
182,0.005859375
183,0.005859375
184,-0.009765625
185,-0.00390625
186,0.005859375
187,0.009765625
188,0
189,0.001953125
190,0.00390625
191,0
192,0.001953125
193,-0.001953125
194,0
195,-0.00390625
196,-0.017578125
197,-0.009765625
198,0.001953125
199,0
200,0
201,0.0078125
202,0.00390625
203,0.01171875
204,0.0078125
205,-0.00390625
206,-0.00390625
207,0
208,-0.001953125
209,-0.00390625
210,-0.00390625
211,0.00390625
212,0
213,0.001953125
214,0.00390625
215,-0.001953125
216,0
217,-0.009765625
218,-0.015625
219,-0.01953125
220,0
221,-0.00390625
222,0.001953125
223,-0.01953125
224,-0.056640625
225,-0.03125
226,0.017578125
227,-0.01171875
228,0.04296875
229,0.00390625
230,-0.068359375
231,-0.05078125
232,-0.080078125
233,-0.150390625
234,-0.205078125
235,-0.212890625
236,-0.22265625
237,-0.23828125
238,-0.26953125
239,-0.28515625
240,-0.28125
241,-0.294921875
242,-0.3203125
243,-0.3203125
244,-0.302734375
245,-0.28125
246,-0.287109375
247,-0.275390625
248,-0.259765625
249,-0.240234375
250,-0.216796875
251,-0.181640625
252,-0.16796875
253,-0.1328125
254,-0.095703125
255,-0.078125
0,-0.072265625
1,-0.064453125
2,-0.037109375
3,-0.005859375
4,0.02734375
5,0.044921875
6,0.0390625
7,0.037109375
8,0.044921875
9,0.0625
10,0.05078125
11,0.05078125
12,0.05859375
13,0.0859375
14,0.103515625
15,0.091796875
16,0.06640625
17,0.056640625
18,0.0703125
19,0.080078125
20,0.080078125
21,0.06640625
22,0.072265625
23,0.08203125
24,0.080078125
25,0.078125
26,0.068359375
27,0.068359375
28,0.06640625
29,0.0625
30,0.05859375
31,0.048828125
32,0.05078125
33,0.0390625
34,0.05859375
35,0.064453125
36,0.0546875
37,0.052734375
38,0.041015625
39,0.037109375
40,0.046875
41,0.05859375
42,0.0546875
43,0.052734375
44,0.044921875
45,0.03515625
46,0.025390625
47,0.03515625
48,0.03125
49,0.044921875
50,0.046875
51,0.046875
52,0.041015625
53,0.044921875
54,0.048828125
55,0.052734375
56,0.029296875
57,0.021484375
58,0.025390625
59,0.015625
60,0.00390625
61,0.029296875
62,0.037109375
63,0.041015625
64,0.033203125
65,0.017578125
66,0.01953125
67,0.025390625
68,0.017578125
69,0.009765625
70,0.013671875
71,-0.00390625
72,0.00390625
73,0.01953125
74,0.025390625
75,0.03515625
76,0.033203125
77,0.0390625
78,0.044921875
79,0.03515625
80,0.009765625
81,-0.00390625
82,-0.00390625
83,-0.017578125
84,-0.021484375
85,-0.009765625
86,-0.005859375
87,0.00390625
88,0.00390625
89,-0.001953125
90,-0.001953125
91,-0.017578125
92,-0.0234375
93,-0.013671875
94,-0.01171875
95,-0.021484375
96,-0.013671875
97,0.00390625
98,0.021484375
99,0.015625
100,0.00390625
101,0
102,0.005859375
103,0.01171875
104,0.01171875
105,-0.017578125
106,-0.01953125
107,-0.013671875
108,-0.009765625
109,0
110,0
111,0.005859375
112,-0.001953125
113,-0.00390625
114,-0.00390625
115,-0.001953125
116,0.005859375
117,-0.00390625
118,-0.01171875
119,-0.001953125
120,-0.001953125
121,-0.013671875
122,-0.013671875
123,-0.009765625
124,-0.01171875
125,-0.001953125
126,-0.005859375
127,0.005859375
128,0.01953125
129,0.009765625
130,-0.00390625
131,-0.00390625
132,0
133,-0.001953125
134,-0.005859375
135,-0.01171875
136,-0.013671875
137,-0.009765625
138,0
139,0.017578125
140,0.015625
141,0.00390625
142,0.01171875
143,0.001953125
144,0.0078125
145,0.005859375
146,0.017578125
147,0.01171875
148,0.01953125
149,0.021484375
150,0.005859375
151,0.001953125
152,-0.005859375
153,-0.01171875
154,-0.017578125
155,-0.029296875
156,-0.037109375
157,-0.0390625
158,-0.041015625
159,-0.0546875
160,-0.05078125
161,-0.0390625
162,-0.052734375
163,-0.06640625
164,-0.044921875
165,-0.046875
166,-0.037109375
167,-0.03125
168,-0.03515625
169,-0.021484375
170,-0.0234375
171,-0.037109375
172,-0.04296875
173,-0.03515625
174,-0.029296875
175,-0.03515625
176,-0.041015625
177,-0.025390625
178,-0.013671875
179,-0.0078125
180,-0.0234375
181,-0.04296875
182,-0.03515625
183,-0.021484375
184,0
185,0.01171875
186,0.001953125
187,0.015625
188,0.025390625
189,0.013671875
190,0.01171875
191,0.00390625
192,0.00390625
193,0.013671875
194,0.0390625
195,0.046875
196,0.033203125
197,0.0234375
198,0.0234375
199,0.03515625
200,0.041015625
201,0.03125
202,0.021484375
203,0.021484375
204,0.029296875
205,0.029296875
206,0.021484375
207,0.01953125
208,0.01953125
209,0.015625
210,0.001953125
211,0.001953125
212,0.01171875
213,0.001953125
214,0.00390625
215,0.013671875
216,0.015625
217,0.013671875
218,0.013671875
219,0.013671875
220,0.01171875
221,0.01953125
222,0.021484375
223,0.015625
224,0.001953125
225,-0.01171875
226,-0.00390625
227,0.005859375
228,0.00390625
229,0.00390625
230,0.0078125
231,0.01171875
232,0.013671875
233,0.0078125
234,-0.00390625
235,-0.0078125
236,-0.001953125
237,0
238,0.017578125
239,0.01171875
240,0.005859375
241,0.00390625
242,0.00390625
243,0.01171875
244,0.00390625
245,-0.005859375
246,-0.013671875
247,-0.0078125
248,0
249,0.0078125
250,0
251,-0.009765625
252,-0.0078125
253,0.00390625
254,0.017578125
255,0.015625
0,0.00390625
1,0
2,-0.0078125
3,0.0078125
4,0.001953125
5,-0.01171875
6,-0.001953125
7,-0.021484375
8,-0.01171875
9,-0.01953125
10,-0.021484375
11,0.009765625
12,0.0234375
13,-0.015625
14,-0.041015625
15,-0.0625
16,-0.0390625
17,-0.0703125
18,-0.078125
19,-0.06640625
20,-0.076171875
21,-0.107421875
22,-0.1015625
23,-0.130859375
24,-0.150390625
25,-0.171875
26,-0.166015625
27,-0.1640625
28,-0.177734375
29,-0.16796875
30,-0.146484375
31,-0.150390625
32,-0.150390625
33,-0.134765625
34,-0.123046875
35,-0.11328125
36,-0.11328125
37,-0.119140625
38,-0.103515625
39,-0.09375
40,-0.0625
41,-0.03515625
42,-0.01953125
43,-0.03125
44,-0.025390625
45,-0.01171875
46,0.001953125
47,0.017578125
48,0.013671875
49,0.009765625
50,0.041015625
51,0.052734375
52,0.0546875
53,0.06640625
54,0.072265625
55,0.0703125
56,0.07421875
57,0.078125
58,0.083984375
59,0.060546875
60,0.0546875
61,0.0625
62,0.064453125
63,0.064453125
64,0.05859375
65,0.060546875
66,0.05859375
67,0.0703125
68,0.076171875
69,0.06640625
70,0.044921875
71,0.037109375
72,0.05078125
73,0.046875
74,0.05078125
75,0.05078125
76,0.046875
77,0.046875
78,0.03125
79,0.037109375
80,0.04296875
81,0.05078125
82,0.041015625
83,0.015625
84,0.021484375
85,0.041015625
86,0.0546875
87,0.0546875
88,0.04296875
89,0.041015625
90,0.03515625
91,0.021484375
92,0.01953125
93,0.03125
94,0.03515625
95,0.0234375
96,0.01171875
97,0.01171875
98,0.021484375
99,0.0234375
100,0.015625
101,0.015625
102,0.013671875
103,0.009765625
104,0.00390625
105,0.00390625
106,0
107,-0.005859375
108,-0.001953125
109,0.025390625
110,0.025390625
111,0.013671875
112,0.00390625
113,0.00390625
114,0.01171875
115,0.009765625
116,0.01171875
117,0.015625
118,0.01171875
119,0.009765625
120,0.001953125
121,0.00390625
122,0.015625
123,0.017578125
124,0.01171875
125,0.009765625
126,0.005859375
127,0.015625
128,0.01171875
129,-0.013671875
130,-0.013671875
131,0
132,0.0078125
133,0.01171875
134,0.00390625
135,0.001953125
136,0.00390625
137,0.001953125
138,0.0078125
139,0.00390625
140,-0.0078125
141,0.009765625
142,0
143,0.009765625
144,0.0078125
145,0.0078125
146,0.00390625
147,-0.015625
148,-0.009765625
149,-0.009765625
150,-0.021484375
151,-0.04296875
152,-0.0390625
153,-0.033203125
154,-0.0390625
155,-0.04296875
156,-0.048828125
157,-0.060546875
158,-0.0703125
159,-0.076171875
160,-0.078125
161,-0.072265625
162,-0.07421875
163,-0.08203125
164,-0.09375
165,-0.107421875
166,-0.099609375
167,-0.099609375
168,-0.1015625
169,-0.087890625
170,-0.080078125
171,-0.08203125
172,-0.076171875
173,-0.0625
174,-0.083984375
175,-0.07421875
176,-0.052734375
177,-0.048828125
178,-0.04296875
179,-0.0390625
180,-0.0234375
181,-0.013671875
182,-0.009765625
183,-0.01171875
184,-0.017578125
185,-0.01171875
186,-0.001953125
187,0.0078125
188,0.025390625
189,0.03125
190,0.03125
191,0.037109375
192,0.041015625
193,0.046875
194,0.041015625
195,0.04296875
196,0.0546875
197,0.05859375
198,0.068359375
199,0.078125
200,0.072265625
201,0.068359375
202,0.068359375
203,0.05859375
204,0.060546875
205,0.0546875
206,0.044921875
207,0.048828125
208,0.046875
209,0.037109375
210,0.021484375
211,0.037109375
212,0.05078125
213,0.048828125
214,0.0390625
215,0.037109375
216,0.03125
217,0.04296875
218,0.041015625
219,0.03515625
220,0.033203125
221,0.037109375
222,0.05078125
223,0.033203125
224,0.025390625
225,0.029296875
226,0.02734375
227,0.015625
228,0.02734375
229,0.033203125
230,0.029296875
231,0.021484375
232,0.015625
233,0.02734375
234,0.03125
235,0.01953125
236,0.0234375
237,0.013671875
238,0.0078125
239,0.01171875
240,0.01171875
241,0.01953125
242,0.01171875
243,0
244,0.005859375
245,0.0078125
246,0.01171875
247,0.01953125
248,0.017578125
249,0.01171875
250,0.005859375
251,-0.0078125
252,-0.017578125
253,-0.013671875
254,-0.00390625
255,-0.001953125
0,0
1,0.00390625
2,0.005859375
3,0.001953125
4,-0.0078125
5,-0.01171875
6,-0.00390625
7,-0.001953125
8,-0.005859375
9,-0.009765625
10,-0.01171875
11,-0.021484375
12,-0.009765625
13,0.0078125
14,0.009765625
15,0.001953125
16,-0.0078125
17,-0.001953125
18,-0.00390625
19,-0.0078125
20,-0.00390625
21,-0.005859375
22,-0.0078125
23,-0.00390625
24,0.00390625
25,0.013671875
26,0.00390625
27,0.001953125
28,0
29,-0.015625
30,-0.009765625
31,-0.00390625
32,0.00390625
33,0.005859375
34,0
35,-0.005859375
36,0
37,0.00390625
38,-0.0078125
39,-0.001953125
40,0.01171875
41,0.017578125
42,0.021484375
43,0.0078125
44,0.001953125
45,-0.0078125
46,-0.013671875
47,0.001953125
48,0.009765625
49,0.001953125
50,-0.001953125
51,0.001953125
52,0.001953125
53,0
54,-0.001953125
55,-0.0078125
56,-0.01953125
57,-0.04296875
58,-0.052734375
59,-0.05859375
60,-0.060546875
61,-0.07421875
62,-0.072265625
63,-0.052734375
64,-0.044921875
65,-0.056640625
66,-0.04296875
67,-0.029296875
68,-0.033203125
69,-0.05078125
70,-0.05078125
71,-0.041015625
72,-0.037109375
73,-0.025390625
74,-0.025390625
75,-0.01953125
76,-0.037109375
77,-0.0390625
78,-0.02734375
79,-0.02734375
80,-0.0078125
81,0.005859375
82,0.001953125
83,-0.009765625
84,-0.013671875
85,0.025390625
86,0.048828125
87,0.046875
88,0.03515625
89,0.03125
90,0.037109375
91,0.0390625
92,0.04296875
93,0.0390625
94,0.068359375
95,0.064453125
96,0.044921875
97,0.0390625
98,0.029296875
99,0.056640625
100,0.0625
101,0.0546875
102,0.04296875
103,0.037109375
104,0.03515625
105,0.025390625
106,0.005859375
107,0.017578125
108,0.037109375
109,0.056640625
110,0.046875
111,0.033203125
112,0.0234375
113,0.02734375
114,0.029296875
115,0.025390625
116,0.03125
117,0.0234375
118,0.029296875
119,0.037109375
120,0.029296875
121,0.02734375
122,0.02734375
123,0.025390625
124,0.025390625
125,0.025390625
126,0.0234375
127,0.005859375
128,0.001953125
129,0.01171875
130,0.01953125
131,0.01953125
132,0.01953125
133,0.029296875
134,0.033203125
135,0.013671875
136,0
137,0.001953125
138,0.0078125
139,0.0078125
140,0.0078125
141,0.01953125
142,0.015625
143,0.001953125
144,-0.00390625
145,0.00390625
146,0.013671875
147,0.005859375
148,0.001953125
149,0.00390625
150,-0.001953125
151,-0.015625
152,-0.013671875
153,-0.0078125
154,0.001953125
155,0.009765625
156,0.009765625
157,0.021484375
158,0.021484375
159,0.01171875
160,-0.005859375
161,-0.005859375
162,0
163,0
164,0.001953125
165,-0.005859375
166,-0.01953125
167,-0.009765625
168,-0.015625
169,-0.0078125
170,0.013671875
171,0.009765625
172,-0.00390625
173,-0.0078125
174,-0.013671875
175,-0.009765625
176,-0.009765625
177,-0.015625
178,-0.01953125
179,-0.01953125
180,-0.0234375
181,-0.0078125
182,-0.00390625
183,-0.01171875
184,-0.005859375
185,-0.015625
186,-0.013671875
187,-0.013671875
188,-0.015625
189,-0.01953125
190,-0.017578125
191,-0.015625
192,-0.021484375
193,-0.0234375
194,-0.02734375
195,-0.048828125
196,-0.064453125
197,-0.056640625
198,-0.068359375
199,-0.0859375
200,-0.09375
201,-0.095703125
202,-0.087890625
203,-0.087890625
204,-0.09765625
205,-0.0859375
206,-0.080078125
207,-0.076171875
208,-0.08203125
209,-0.083984375
210,-0.064453125
211,-0.041015625
212,-0.0390625
213,-0.046875
214,-0.07421875
215,-0.068359375
216,-0.048828125
217,-0.0390625
218,-0.015625
219,-0.01171875
220,-0.0234375
221,-0.03125
222,-0.009765625
223,0.01171875
224,0.01953125
225,0.01171875
226,0.01953125
227,0.0234375
228,0.01171875
229,0.01171875
230,0.03125
231,0.03515625
232,0.03515625
233,0.037109375
234,0.025390625
235,0.03125
236,0.029296875
237,0.029296875
238,0.037109375
239,0.046875
240,0.04296875
241,0.02734375
242,0.0234375
243,0.021484375
244,0.017578125
245,0.017578125
246,0.021484375
247,0.02734375
248,0.013671875
249,0.013671875
250,0.025390625
251,0.021484375
252,0.029296875
253,0.025390625
254,0.015625
255,0.017578125
0,0.025390625
1,0.02734375
2,0.01171875
3,-0.005859375
4,-0.02734375
5,-0.001953125
6,0.017578125
7,0.041015625
8,0.0390625
9,0.0234375
10,0.017578125
11,-0.001953125
12,-0.0078125
13,-0.0078125
14,0
15,0
16,0.0078125
17,0.01953125
18,0.01171875
19,-0.001953125
20,-0.005859375
21,0.001953125
22,-0.00390625
23,0.02734375
24,0.029296875
25,0.0234375
26,0.005859375
27,-0.0234375
28,-0.01171875
29,-0.00390625
30,-0.00390625
31,0.01953125
32,0.03125
33,0.029296875
34,0.009765625
35,0.013671875
36,0.015625
37,0.01171875
38,-0.00390625
39,-0.021484375
40,-0.015625
41,0.01171875
42,0.009765625
43,-0.0078125
44,-0.005859375
45,0.009765625
46,0.009765625
47,0.01171875
48,0.001953125
49,0.005859375
50,0.015625
51,0.017578125
52,0.01171875
53,0
54,-0.005859375
55,-0.005859375
56,-0.0078125
57,-0.00390625
58,0.0078125
59,0.00390625
60,0.005859375
61,-0.01171875
62,0
63,-0.015625
64,-0.009765625
65,-0.013671875
66,-0.01171875
67,-0.025390625
68,-0.03515625
69,-0.025390625
70,-0.0390625
71,-0.0546875
72,-0.064453125
73,-0.076171875
74,-0.078125
75,-0.0859375
76,-0.125
77,-0.123046875
78,-0.123046875
79,-0.119140625
80,-0.09375
81,-0.0859375
82,-0.0859375
83,-0.078125
84,-0.080078125
85,-0.083984375
86,-0.08203125
87,-0.078125
88,-0.080078125
89,-0.0703125
90,-0.048828125
91,-0.0546875
92,-0.060546875
93,-0.052734375
94,-0.037109375
95,-0.025390625
96,-0.02734375
97,-0.021484375
98,-0.009765625
99,-0.001953125
100,0.017578125
101,0.01953125
102,0.021484375
103,0.01953125
104,0.0234375
105,0.0390625
106,0.05078125
107,0.044921875
108,0.044921875
109,0.03515625
110,0.03125
111,0.029296875
112,0.037109375
113,0.0390625
114,0.033203125
115,0.04296875
116,0.04296875
117,0.0390625
118,0.046875
119,0.044921875
120,0.04296875
121,0.037109375
122,0.02734375
123,0.03515625
124,0.044921875
125,0.0390625
126,0.052734375
127,0.03515625
128,0.025390625
129,0.01953125
130,0.017578125
131,0.02734375
132,0.03125
133,0.037109375
134,0.0390625
135,0.03125
136,0.013671875
137,0
138,0.013671875
139,0.015625
140,0.01953125
141,0.02734375
142,0.01953125
143,0
144,0.001953125
145,0.013671875
146,0.0078125
147,0.01171875
148,0.0078125
149,0
150,-0.001953125
151,0.0078125
152,0.0078125
153,0.01953125
154,0.021484375
155,0.013671875
156,0.009765625
157,0.0078125
158,0.0078125
159,0.00390625
160,0.00390625
161,0.017578125
162,0.029296875
163,0.03515625
164,0.013671875
165,-0.00390625
166,0
167,0.005859375
168,0.00390625
169,-0.009765625
170,0.001953125
171,0.00390625
172,0.009765625
173,0.013671875
174,0.01171875
175,0.009765625
176,0.005859375
177,0.001953125
178,0
179,0.001953125
180,-0.001953125
181,-0.0078125
182,-0.00390625
183,0
184,0.0078125
185,0.01171875
186,0.005859375
187,0.009765625
188,0.017578125
189,0.01953125
190,0.013671875
191,-0.0078125
192,-0.01171875
193,-0.00390625
194,0.021484375
195,0.0078125
196,0.001953125
197,-0.00390625
198,-0.001953125
199,-0.01171875
200,-0.005859375
201,-0.015625
202,-0.01171875
203,-0.0234375
204,-0.03125
205,-0.041015625
206,-0.046875
207,-0.0546875
208,-0.05859375
209,-0.087890625
210,-0.111328125
211,-0.103515625
212,-0.103515625
213,-0.1015625
214,-0.107421875
215,-0.09375
216,-0.115234375
217,-0.10546875
218,-0.09765625
219,-0.109375
220,-0.134765625
221,-0.154296875
222,-0.158203125
223,-0.15625
224,-0.142578125
225,-0.1484375
226,-0.154296875
227,-0.1484375
228,-0.123046875
229,-0.119140625
230,-0.111328125
231,-0.08984375
232,-0.0859375
233,-0.087890625
234,-0.07421875
235,-0.060546875
236,-0.037109375
237,-0.005859375
238,-0.021484375
239,-0.021484375
240,-0.0078125
241,0.00390625
242,0.009765625
243,0.0234375
244,0.0390625
245,0.037109375
246,0.041015625
247,0.04296875
248,0.048828125
249,0.052734375
250,0.05078125
251,0.0625
252,0.08984375
253,0.076171875
254,0.072265625
255,0.0625
0,0.060546875
1,0.064453125
2,0.0625
3,0.056640625
4,0.05078125
5,0.052734375
6,0.037109375
7,0.044921875
8,0.05078125
9,0.0546875
10,0.072265625
11,0.076171875
12,0.06640625
13,0.052734375
14,0.05078125
15,0.04296875
16,0.033203125
17,0.041015625
18,0.04296875
19,0.041015625
20,0.03515625
21,0.03125
22,0.029296875
23,0.0234375
24,0.013671875
25,0.015625
26,0.025390625
27,0.02734375
28,0.021484375
29,0.0234375
30,0.02734375
31,0.025390625
32,0.015625
33,0.01953125
34,0.025390625
35,0.029296875
36,0.037109375
37,0.025390625
38,0.01953125
39,0.025390625
40,0.01953125
41,0.005859375
42,0.005859375
43,0.009765625
44,0.013671875
45,0.013671875
46,0
47,-0.009765625
48,0.0078125
49,0.0078125
50,0.009765625
51,0.013671875
52,0.0078125
53,0.0078125
54,0.013671875
55,0.021484375
56,0.015625
57,-0.005859375
58,-0.01953125
59,-0.009765625
60,0
61,0
62,0.00390625
63,0.00390625
64,0.0078125
65,-0.00390625
66,-0.01171875
67,-0.01171875
68,-0.0078125
69,0.00390625
70,0.0078125
71,0.01171875
72,-0.005859375
73,-0.017578125
74,-0.013671875
75,-0.021484375
76,-0.015625
77,0
78,-0.005859375
79,-0.021484375
80,-0.02734375
81,-0.017578125
82,-0.017578125
83,-0.01953125
84,-0.017578125
85,-0.017578125
86,-0.015625
87,-0.0078125
88,0.005859375
89,-0.005859375
90,-0.015625
91,-0.0078125
92,-0.0078125
93,-0.017578125
94,-0.013671875
95,-0.001953125
96,0.001953125
97,-0.005859375
98,-0.00390625
99,-0.01171875
100,-0.009765625
101,-0.013671875
102,-0.02734375
103,-0.03125
104,-0.03515625
105,-0.03125
106,-0.048828125
107,-0.05859375
108,-0.068359375
109,-0.0703125
110,-0.0859375
111,-0.1015625
112,-0.11328125
113,-0.1328125
114,-0.123046875
115,-0.111328125
116,-0.111328125
117,-0.11328125
118,-0.109375
119,-0.10546875
120,-0.099609375
121,-0.08984375
122,-0.10546875
123,-0.10546875
124,-0.103515625
125,-0.09375
126,-0.091796875
127,-0.07421875
128,-0.072265625
129,-0.064453125
130,-0.080078125
131,-0.07421875
132,-0.060546875
133,-0.03125
134,-0.029296875
135,-0.033203125
136,-0.017578125
137,-0.00390625
138,0.00390625
139,-0.005859375
140,-0.009765625
141,0.00390625
142,0.01953125
143,0.017578125
144,0.0234375
145,0.046875
146,0.056640625
147,0.0625
148,0.06640625
149,0.064453125
150,0.0546875
151,0.05078125
152,0.041015625
153,0.044921875
154,0.0546875
155,0.05078125
156,0.0546875
157,0.064453125
158,0.076171875
159,0.06640625
160,0.056640625
161,0.04296875
162,0.03515625
163,0.037109375
164,0.04296875
165,0.044921875
166,0.046875
167,0.044921875
168,0.04296875
169,0.0546875
170,0.056640625
171,0.046875
172,0.033203125
173,0.017578125
174,0.009765625
175,0.017578125
176,0.02734375
177,0.01953125
178,0.0234375
179,0.029296875
180,0.03515625
181,0.03125
182,0.021484375
183,0.017578125
184,0.015625
185,0
186,0.021484375
187,0.017578125
188,0.01953125
189,0.021484375
190,0.015625
191,-0.01171875
